#;$id;libellé SEDA;libellé SEDA 0.2;libellé anglais
;;sto;st;Stoney
;;zgn;zg;Guibian Zhuang
;;hla;hl;Halia
;;yss;ys;Yessan-Mayo
;;nqg;nq;Southern Nago
;;bpy;bp;Bishnupriya
;;ukg;uk;Ukuriguma
;;omu;om;Omurano
;;bwh;bw;Bishuo
;;emx;em;Erromintxela
;;kle;kl;Kulung (Nepal)
;;mmh;mm;Mehináku
;;kdx;kd;Kam
;;lwt;lw;Lewotobi
;;mdl;md;Maltese Sign Language
;;sbz;sb;Sara Kaba
;;nho;nh;Takuu
;;naw;na;Nawuri
;;thc;th;Tai Hang Tong
;;trc;tr;Copala Triqui
;;tmf;tm;Toba-Maskoy
;;akc;ak;Mpur
;;jar;ja;Jarawa (Nigeria)
;;khn;kh;Khandesi
;;kki;kk;Kagulu
;;tyj;ty;Tai Do
;;nkd;nk;Koireng
;;sus;su;Susu
;;isi;is;Nkem-Nkum
;;khq;kh;Koyra Chiini Songhay
;;yuc;yu;Yuchi
;;wma;wm;Mawa (Nigeria)
;;swt;sw;Sawila
;;cha;ch;Chamorro
;;lzn;lz;Leinong Naga
;;xpq;xp;Mohegan-Pequot
;;bme;bm;Limassa
;;ssz;ss;Sengseng
;;gsl;gs;Gusilay
;;qvz;qv;Northern Pastaza Quichua
;;bey;be;Beli (Papua New Guinea)
;;cre;cr;Cree
;;bom;bo;Berom
;;ghl;gh;Ghulfan
;;yav;ya;Yangben
;;rng;rn;Ronga
;;pst;ps;Central Pashto
;;bim;bi;Bimoba
;;kil;ki;Kariya
;;dij;di;Dai
;;tlm;tl;Tolomako
;;acp;ac;Eastern Acipa
;;ndm;nd;Ndam
;;oym;oy;Wayampi
;;ayi;ay;Leyigha
;;beg;be;Belait
;;ndx;nd;Nduga
;;xle;xl;Lemnian
;;pkh;pk;Pankhu
;;nbe;nb;Konyak Naga
;;kgf;kg;Kube
;;ppq;pp;Pei
;;bvt;bv;Bati (Indonesia)
;;lsr;ls;Aruop
;;mkn;mk;Kupang Malay
;;ppm;pp;Papuma
;;pai;pa;Pe
;;jil;ji;Jilim
;;mfd;mf;Mendankwe-Nkwen
;;bjf;bj;Barzani Jewish Neo-Aramaic
;;lmb;lm;Merei
;;myi;my;Mina (India)
;;han;ha;Hangaza
;;nsy;ns;Nasal
;;cma;cm;Maa
;;bod;bo;Tibetan
;;ena;en;Apali
;;nam;na;Nangikurrunggurr
;;kaf;ka;Katso
;;tli;tl;Tlingit
;;tgv;tg;Tingui-Boto
;;snj;sn;Riverain Sango
;;pse;ps;Central Malay
;;lvs;lv;Standard Latvian
;;tuy;tu;Tugen
;;lfn;lf;Lingua Franca Nova
;;sdx;sd;Sibu Melanau
;;mhp;mh;Balinese Malay
;;wnk;wn;Wanukaka
;;bki;bk;Baki
;;mkx;mk;Kinamiging Manobo
;;bkn;bk;Bukitan
;;piw;pi;Pimbwe
;;wly;wl;Waling
;;eno;en;Enggano
;;xxt;xx;Tambora
;;lus;lu;Lushai
;;rwm;rw;Amba (Uganda)
;;axk;ax;Yaka (Central African Republic)
;;kie;ki;Kibet
;;abg;ab;Abaga
;;wci;wc;Waci Gbe
;;sls;sl;Singapore Sign Language
;;war;wa;Waray (Philippines)
;;tbv;tb;Tobo
;;mui;mu;Musi
;;aaf;aa;Aranadan
;;pig;pi;Pisabo
;;mzm;mz;Mumuye
;;wlr;wl;Wailapa
;;oor;oo;Oorlams
;;fli;fl;Fali
;;xkv;xk;Kgalagadi
;;gae;ga;Guarequena
;;huy;hu;Hulaulá
;;tcp;tc;Tawr Chin
;;cwe;cw;Kwere
;;kjo;kj;Harijan Kinnauri
;;abq;ab;Abaza
;;kpx;kp;Mountain Koiali
;;yia;yi;Yinggarda
;;gga;gg;Gao
;;ile;il;Interlingue
;;kka;kk;Kakanda
;;tat;ta;Tatar
;;leu;le;Kara (Papua New Guinea)
;;lip;li;Sekpele
;;mfv;mf;Mandjak
;;miy;mi;Ayutla Mixtec
;;atb;at;Zaiwa
;;att;at;Pamplona Atta
;;ulc;ul;Ulch
;;goh;go;Old High German (ca. 750-1050)
;;gru;gr;Kistane
;;pmm;pm;Pomo
;;wtm;wt;Mewati
;;bwa;bw;Bwatoo
;;knb;kn;Lubuagan Kalinga
;;lht;lh;Lo-Toga
;;ruh;ru;Ruga
;;wea;we;Wewaw
;;phd;ph;Phudagi
;;gmy;gm;Mycenaean Greek
;;grn;gr;Guarani
;;plz;pl;Paluan
;;bfe;bf;Betaf
;;sbu;sb;Stod Bhoti
;;hdy;hd;Hadiyya
;;uok;uo;Uokha
;;tsx;ts;Mubami
;;aht;ah;Ahtena
;;dav;da;Taita
;;ell;el;Modern Greek (1453-)
;;tuo;tu;Tucano
;;plq;pl;Palaic
;;ccg;cc;Samba Daka
;;tcg;tc;Tamagario
;;hoy;ho;Holiya
;;ibi;ib;Ibilo
;;mhd;mh;Mbugu
;;aeu;ae;Akeu
;;pht;ph;Phu Thai
;;trr;tr;Taushiro
;;lah;la;Lahnda
;;zms;zm;Mbesa
;;bag;ba;Tuki
;;igm;ig;Kanggape
;;okn;ok;Oki-No-Erabu
;;byz;by;Banaro
;;cdr;cd;Cinda-Regi-Tiyal
;;tsg;ts;Tausug
;;pdn;pd;Podena
;;buv;bu;Bun
;;dyd;dy;Dyugun
;;twp;tw;Ere
;;jda;jd;Jad
;;faf;fa;Fagani
;;zsu;zs;Sukurum
;;xag;xa;Aghwan
;;itz;it;Itzá
;;tmc;tm;Tumak
;;oua;ou;Tagargrent
;;hwc;hw;Hawai'i Creole English
;;kye;ky;Krache
;;evn;ev;Evenki
;;zdj;zd;Ngazidja Comorian
;;tnt;tn;Tontemboan
;;shv;sh;Shehri
;;pbf;pb;Coyotepec Popoloca
;;kzu;kz;Kayupulau
;;acz;ac;Acheron
;;shc;sh;Sonde
;;kwy;kw;San Salvador Kongo
;;yha;yh;Baha Buyang
;;vmg;vm;Minigir
;;csi;cs;Coast Miwok
;;pip;pi;Pero
;;bdt;bd;Bokoto
;;kcl;kc;Kela (Papua New Guinea)
;;for;fo;Fore
;;pbt;pb;Southern Pashto
;;buk;bu;Bugawac
;;gan;ga;Gan Chinese
;;mvt;mv;Mpotovoro
;;khx;kh;Kanu
;;sfw;sf;Sehwi
;;ptn;pt;Patani
;;dym;dy;Yanda Dom Dogon
;;yrw;yr;Yarawata
;;hur;hu;Halkomelem
;;ssr;ss;Swiss-French Sign Language
;;aun;au;Molmo One
;;kfv;kf;Kurmukar
;;ngv;ng;Nagumi
;;crq;cr;Iyo'wujwa Chorote
;;kuw;ku;Kpagua
;;ypg;yp;Phola
;;ypa;yp;Phala
;;ymm;ym;Maay
;;aon;ao;Bumbita Arapesh
;;fuv;fu;Nigerian Fulfulde
;;ypn;yp;Ani Phowa
;;pha;ph;Pa-Hng
;;atx;at;Arutani
;;ood;oo;Tohono O'odham
;;cnh;cn;Haka Chin
;;iki;ik;Iko
;;tvl;tv;Tuvalu
;;kzn;kz;Kokola
;;psp;ps;Philippine Sign Language
;;mqc;mq;Mangole
;;kfn;kf;Kuk
;;hps;hp;Hawai'i Pidgin Sign Language
;;gry;gr;Barclayville Grebo
;;gwd;gw;Gawwada
;;toj;to;Tojolabal
;;gji;gj;Geji
;;xrr;xr;Raetic
;;mvq;mv;Moere
;;orw;or;Oro Win
;;taf;ta;Tapirapé
;;mbx;mb;Mari (East Sepik Province)
;;scl;sc;Shina
;;ysd;ys;Samatao
;;bsg;bs;Bashkardi
;;spl;sp;Selepet
;;nnl;nn;Northern Rengma Naga
;;byd;by;Benyadu'
;;hah;ha;Hahon
;;buy;bu;Bullom So
;;lun;lu;Lunda
;;mda;md;Mada (Nigeria)
;;sik;si;Sikiana
;;ysy;ys;Sanie
;;kor;ko;Korean
;;weh;we;Weh
;;sxn;sx;Sangir
;;app;ap;Apma
;;nya;ny;Nyanja
;;wit;wi;Wintu
;;kef;ke;Kpessi
;;mwy;mw;Mosiro
;;lai;la;Lambya
;;gmm;gm;Gbaya-Mbodomo
;;okd;ok;Okodia
;;bxx;bx;Borna (Democratic Republic of Congo)
;;jma;jm;Dima
;;kdr;kd;Karaim
;;onk;on;Kabore One
;;sux;su;Sumerian
;;ndo;nd;Ndonga
;;alq;al;Algonquin
;;hal;ha;Halang
;;wja;wj;Waja
;;dir;di;Dirim
;;stg;st;Trieng
;;srq;sr;Sirionó
;;zat;za;Tabaa Zapotec
;;blf;bl;Buol
;;ahm;ah;Mobumrin Aizi
;;dji;dj;Djinang
;;lug;lu;Ganda
;;ypz;yp;Phuza
;;tba;tb;Aikanã
;;krz;kr;Sota Kanum
;;mmg;mm;North Ambrym
;;tua;tu;Wiarumus
;;bkf;bk;Beeke
;;igl;ig;Igala
;;das;da;Daho-Doo
;;ugo;ug;Ugong
;;ttg;tt;Tutong
;;mik;mi;Mikasuki
;;pch;pc;Pardhan
;;gli;gl;Guliguli
;;ksp;ks;Kaba
;;ajw;aj;Ajawa
;;oci;oc;Occitan (post 1500)
;;anu;an;Anuak
;;tic;ti;Tira
;;bly;bl;Notre
;;mgz;mg;Mbugwe
;;loy;lo;Lowa
;;syl;sy;Sylheti
;;iou;io;Tuma-Irumu
;;qvi;qv;Imbabura Highland Quichua
;;ihp;ih;Iha
;;fni;fn;Fania
;;seq;se;Senara Sénoufo
;;ikv;ik;Iku-Gora-Ankwa
;;ksx;ks;Kedang
;;heg;he;Helong
;;nbv;nb;Ngamambo
;;aah;aa;Abu' Arapesh
;;cro;cr;Crow
;;gce;gc;Galice
;;kdk;kd;Numee
;;kmf;km;Kare (Papua New Guinea)
;;dem;de;Dem
;;tgc;tg;Tigak
;;xrn;xr;Arin
;;cdj;cd;Churahi
;;goi;go;Gobasi
;;ghs;gh;Guhu-Samane
;;xte;xt;Ketengban
;;wes;we;Cameroon Pidgin
;;dtu;dt;Tebul Ure Dogon
;;cli;cl;Chakali
;;omo;om;Utarmbung
;;ggw;gg;Gogodala
;;vgr;vg;Vaghri
;;svb;sv;Ulau-Suain
;;isn;is;Isanzu
;;tcz;tc;Thado Chin
;;bjn;bj;Banjar
;;dei;de;Demisa
;;rga;rg;Roria
;;jgo;jg;Ngomba
;;lor;lo;Téén
;;uku;uk;Ukue
;;qum;qu;Sipacapense
;;sky;sk;Sikaiana
;;pok;po;Pokangá
;;mmt;mm;Malalamai
;;mzk;mz;Nigeria Mambila
;;kmq;km;Kwama
;;boz;bo;Tiéyaxo Bozo
;;bka;bk;Kyak
;;xly;xl;Elymian
;;isg;is;Irish Sign Language
;;nto;nt;Ntomba
;;dml;dm;Dameli
;;nit;ni;Southeastern Kolami
;;bzw;bz;Basa (Nigeria)
;;aic;ai;Ainbai
;;gly;gl;Gule
;;dbb;db;Deno
;;rer;re;Rer Bare
;;ahg;ah;Qimant
;;cce;cc;Chopi
;;dka;dk;Dakpakha
;;yme;ym;Yameo
;;nns;nn;Ningye
;;pye;py;Pye Krumen
;;gaw;ga;Nobonob
;;dov;do;Dombe
;;idr;id;Indri
;;mcy;mc;South Watut
;;brn;br;Boruca
;;ncm;nc;Nambo
;;aiy;ai;Ali
;;dgi;dg;Northern Dagara
;;nye;ny;Nyengo
;;kkx;kk;Kohin
;;ctn;ct;Chhintange
;;ziz;zi;Zizilivakan
;;trf;tr;Trinidadian Creole English
;;cja;cj;Western Cham
;;pio;pi;Piapoco
;;kns;kn;Kensiu
;;inj;in;Jungle Inga
;;dgk;dg;Dagba
;;bbu;bb;Kulung (Nigeria)
;;ole;ol;Olekha
;;mgf;mg;Maklew
;;wbv;wb;Wajarri
;;bfg;bf;Busang Kayan
;;sos;so;Seeku
;;bnn;bn;Bunun
;;qux;qu;Yauyos Quechua
;;dgr;dg;Dogrib
;;sri;sr;Siriano
;;huk;hu;Hulung
;;vmf;vm;Mainfränkisch
;;hop;ho;Hopi
;;pah;pa;Tenharim
;;chr;ch;Cherokee
;;zkg;zk;Koguryo
;;ago;ag;Tainae
;;acn;ac;Achang
;;agj;ag;Argobba
;;ryn;ry;Northern Amami-Oshima
;;uuu;uu;U
;;bgw;bg;Bhatri
;;ait;ai;Arikem
;;tio;ti;Teop
;;bds;bd;Burunge
;;ibg;ib;Ibanag
;;orm;or;Oromo
;;foi;fo;Foi
;;tmk;tm;Northwestern Tamang
;;sgu;sg;Salas
;;paq;pa;Parya
;;kcr;kc;Katla
;;mbi;mb;Ilianen Manobo
;;bis;bi;Bislama
;;kqa;kq;Mum
;;nig;ni;Ngalakan
;;lbe;lb;Lak
;;xsj;xs;Subi
;;phv;ph;Pahlavani
;;sjk;sj;Kemi Sami
;;txa;tx;Tombonuo
;;sqi;sq;Albanian
;;gdc;gd;Gugu Badhun
;;rma;rm;Rama
;;nxq;nx;Naxi
;;zmc;zm;Margany
;;eke;ek;Ekit
;;kcz;kc;Konongo
;;nup;nu;Nupe-Nupe-Tako
;;hmq;hm;Eastern Qiandong Miao
;;kbo;kb;Keliko
;;asx;as;Muratayak
;;zlj;zl;Liujiang Zhuang
;;mag;ma;Magahi
;;skf;sk;Sakirabiá
;;slr;sl;Salar
;;pku;pk;Paku
;;bdq;bd;Bahnar
;;tdx;td;Tandroy-Mahafaly Malagasy
;;byx;by;Qaqet
;;ksg;ks;Kusaghe
;;jbu;jb;Jukun Takum
;;kwt;kw;Kwesten
;;log;lo;Logo
;;lhm;lh;Lhomi
;;mkd;mk;Macedonian
;;xga;xg;Galatian
;;xbo;xb;Bolgarian
;;cuk;cu;San Blas Kuna
;;wor;wo;Woria
;;lar;la;Larteh
;;pow;po;San Felipe Otlaltepec Popoloca
;;bng;bn;Benga
;;tkx;tk;Tangko
;;tfo;tf;Tefaro
;;mys;my;Mesmes
;;ina;in;Interlingua (International Auxiliary Language Association)
;;xcn;xc;Cotoname
;;qub;qu;Huallaga Huánuco Quechua
;;bzf;bz;Boikin
;;cuo;cu;Cumanagoto
;;zmh;zm;Makolkol
;;dtb;dt;Labuk-Kinabatangan Kadazan
;;gou;go;Gavar
;;zpv;zp;Chichicapan Zapotec
;;mrq;mr;North Marquesan
;;dyi;dy;Djimini Senoufo
;;kug;ku;Kupa
;;llu;ll;Lau
;;sje;sj;Pite Sami
;;gej;ge;Gen
;;kcy;kc;Korandje
;;bxj;bx;Bayungu
;;tiz;ti;Tai Hongjin
;;ady;ad;Adyghe
;;bru;br;Eastern Bru
;;mos;mo;Mossi
;;bmo;bm;Bambalang
;;kuz;ku;Kunza
;;ket;ke;Ket
;;gdj;gd;Gurdjar
;;kwq;kw;Kwak
;;rmy;rm;Vlax Romani
;;jna;jn;Jangshung
;;klh;kl;Weliki
;;gue;gu;Gurinji
;;xnn;xn;Northern Kankanay
;;ots;ot;Estado de México Otomi
;;mjg;mj;Tu
;;klo;kl;Kapya
;;xtw;xt;Tawandê
;;pcw;pc;Pyapun
;;aly;al;Alyawarr
;;pnb;pn;Western Panjabi
;;ksf;ks;Bafia
;;efa;ef;Efai
;;prd;pr;Parsi-Dari
;;dox;do;Bussa
;;wmt;wm;Walmajarri
;;baj;ba;Barakai
;;cjh;cj;Upper Chehalis
;;rai;ra;Ramoaaina
;;agx;ag;Aghul
;;mfi;mf;Wandala
;;toy;to;Topoiyo
;;dii;di;Dimbong
;;cyb;cy;Cayubaba
;;xsc;xs;Scythian
;;bmz;bm;Baramu
;;odk;od;Od
;;ggb;gg;Gbii
;;kzd;kz;Kadai
;;nyo;ny;Nyoro
;;koa;ko;Konomala
;;hbu;hb;Habu
;;xme;xm;Median
;;cnu;cn;Chenoua
;;kdc;kd;Kutu
;;apb;ap;Sa'a
;;kzh;kz;Kenuzi-Dongola
;;fue;fu;Borgu Fulfulde
;;kao;ka;Xaasongaxango
;;tnv;tn;Tangchangya
;;kve;kv;Kalabakan
;;shh;sh;Shoshoni
;;tuj;tu;Tugutil
;;opk;op;Kopkaka
;;rel;re;Rendille
;;tyh;ty;O'du
;;poy;po;Pogolo
;;bbc;bb;Batak Toba
;;kjx;kj;Ramopa
;;nst;ns;Tase Naga
;;lad;la;Ladino
;;xas;xa;Kamas
;;yay;ya;Agwagwune
;;tob;to;Toba
;;ayb;ay;Ayizo Gbe
;;tqq;tq;Tunni
;;ngh;ng;N/u
;;kaa;ka;Kara-Kalpak
;;fin;fi;Finnish
;;ndh;nd;Ndali
;;bqt;bq;Bamukumbit
;;lln;ll;Lele (Chad)
;;bae;ba;Baré
;;pui;pu;Puinave
;;kvn;kv;Border Kuna
;;aut;au;Austral
;;cnc;cn;Côông
;;nkz;nk;Nkari
;;aec;ae;Saidi Arabic
;;dah;da;Gwahatike
;;ptt;pt;Enrekang
;;igs;ig;Interglossa
;;dsl;ds;Danish Sign Language
;;gnk;gn;//Gana
;;mjr;mj;Malavedan
;;mjp;mj;Malapandaram
;;ggg;gg;Gurgula
;;mzr;mz;Marúbo
;;nsk;ns;Naskapi
;;kyu;ky;Western Kayah
;;run;ru;Rundi
;;snr;sn;Sihan
;;nea;ne;Eastern Ngad'a
;;mrx;mr;Maremgi
;;mon;mo;Mongolian
;;dua;du;Duala
;;emp;em;Northern Emberá
;;rgs;rg;Southern Roglai
;;plo;pl;Oluta Popoluca
;;gyn;gy;Guyanese Creole English
;;pmh;pm;Māhārāṣṭri Prākrit
;;liu;li;Logorik
;;ssl;ss;Western Sisaala
;;nys;ny;Nyunga
;;mia;mi;Miami
;;lin;li;Lingala
;;nko;nk;Nkonya
;;kbu;kb;Kabutra
;;yng;yn;Yango
;;dhi;dh;Dhimal
;;kup;ku;Kunimaipa
;;ams;am;Southern Amami-Oshima
;;sts;st;Shumashti
;;aqr;aq;Arhâ
;;urk;ur;Urak Lawoi'
;;drs;dr;Gedeo
;;duz;du;Duli
;;xms;xm;Moroccan Sign Language
;;mtk;mt;Mbe'
;;jiq;ji;Guanyinqiao
;;tsj;ts;Tshangla
;;lei;le;Lemio
;;mnn;mn;Southern Mnong
;;uur;uu;Ura (Vanuatu)
;;wrr;wr;Wardaman
;;bny;bn;Bintulu
;;bfr;bf;Bazigar
;;sjl;sj;Sajalong
;;erk;er;South Efate
;;nwr;nw;Nawaru
;;nka;nk;Nkoya
;;mpd;mp;Machinere
;;bvg;bv;Bonkeng
;;jml;jm;Jumli
;;puw;pu;Puluwatese
;;sbc;sb;Kele (Papua New Guinea)
;;med;me;Melpa
;;sas;sa;Sasak
;;nen;ne;Nengone
;;bqg;bq;Bago-Kusuntu
;;frp;fr;Arpitan
;;rnd;rn;Ruund
;;zai;za;Isthmus Zapotec
;;dcc;dc;Deccan
;;gbi;gb;Galela
;;gex;ge;Garre
;;yei;ye;Yeni
;;agy;ag;Southern Alta
;;xky;xk;Uma' Lasan
;;soh;so;Aka
;;neo;ne;Ná-Meo
;;byq;by;Basay
;;siy;si;Sivandi
;;sgz;sg;Sursurunga
;;kem;ke;Kemak
;;ldo;ld;Loo
;;glr;gl;Glaro-Twabo
;;tsm;ts;Turkish Sign Language
;;qvw;qv;Huaylla Wanca Quechua
;;lgg;lg;Lugbara
;;xlg;xl;Ligurian (Ancient)
;;spu;sp;Sapuan
;;gad;ga;Gaddang
;;tei;te;Torricelli
;;pwn;pw;Paiwan
;;sny;sn;Saniyo-Hiyewe
;;cia;ci;Cia-Cia
;;lcf;lc;Lubu
;;mek;me;Mekeo
;;yww;yw;Yawarawarga
;;lez;le;Lezghian
;;urd;ur;Urdu
;;bsw;bs;Baiso
;;der;de;Deori
;;qvp;qv;Pacaraos Quechua
;;mxs;mx;Huitepec Mixtec
;;mvf;mv;Peripheral Mongolian
;;ire;ir;Iresim
;;ssu;ss;Susuami
;;mqr;mq;Mander
;;stu;st;Samtao
;;mtp;mt;Wichí Lhamtés Nocten
;;mhw;mh;Mbukushu
;;ikl;ik;Ikulu
;;teh;te;Tehuelche
;;bcd;bc;North Babar
;;wbq;wb;Waddar
;;ktl;kt;Koroshi
;;kxb;kx;Krobu
;;byk;by;Biao
;;jbn;jb;Nafusi
;;gir;gi;Red Gelao
;;yby;yb;Yaweyuha
;;lcp;lc;Western Lawa
;;pmo;pm;Pom
;;njt;nj;Ndyuka-Trio Pidgin
;;dkr;dk;Kuijau
;;hau;ha;Hausa
;;bty;bt;Bobot
;;kzz;kz;Kalabra
;;lwl;lw;Eastern Lawa
;;zmz;zm;Mbandja
;;ulf;ul;Usku
;;kxz;kx;Kerewo
;;nee;ne;Nêlêmwa-Nixumwak
;;mtw;mt;Southern Binukidnon
;;mjy;mj;Mahican
;;zpj;zp;Quiavicuzas Zapotec
;;sme;sm;Northern Sami
;;gww;gw;Kwini
;;lbr;lb;Northern Lorung
;;byj;by;Bina (Nigeria)
;;dde;dd;Doondo
;;are;ar;Western Arrarnta
;;umn;um;Makyan Naga
;;bwo;bw;Boro (Ethiopia)
;;mcf;mc;Matsés
;;git;gi;Gitxsan
;;mbd;mb;Dibabawon Manobo
;;wya;wy;Wyandot
;;uhn;uh;Damal
;;tha;th;Thai
;;ztt;zt;Tejalapan Zapotec
;;bxc;bx;Molengue
;;aga;ag;Aguano
;;mti;mt;Maiwa (Papua New Guinea)
;;gyf;gy;Gungabula
;;bos;bo;Bosnian
;;flr;fl;Fuliiru
;;ins;in;Indian Sign Language
;;jeu;je;Jonkor Bourmataguil
;;mot;mo;Barí
;;akw;ak;Akwa
;;dse;ds;Dutch Sign Language
;;lre;lr;Laurentian
;;myj;my;Mangayat
;;otu;ot;Otuke
;;fra;fr;French
;;kdy;kd;Keder
;;bcu;bc;Awad Bing
;;kkq;kk;Kaiku
;;ulm;ul;Ulumanda'
;;pni;pn;Aoheng
;;kbf;kb;Kakauhua
;;sog;so;Sogdian
;;eko;ek;Koti
;;yzk;yz;Zokhuo
;;mlk;ml;Ilwana
;;gog;go;Gogo
;;fit;fi;Tornedalen Finnish
;;yvt;yv;Yavitero
;;tas;ta;Tay Boi
;;cto;ct;Emberá-Catío
;;azb;az;South Azerbaijani
;;etu;et;Ejagham
;;bcj;bc;Bardi
;;gus;gu;Guinean Sign Language
;;lti;lt;Leti (Indonesia)
;;wkw;wk;Wakawaka
;;nax;na;Nakwi
;;uby;ub;Ubykh
;;szl;sz;Silesian
;;yoi;yo;Yonaguni
;;tmq;tm;Tumleo
;;slc;sl;Sáliba
;;lkn;lk;Lakon
;;xkg;xk;Kagoro
;;xcw;xc;Coahuilteco
;;imo;im;Imbongu
;;kfm;kf;Khunsari
;;bax;ba;Bamun
;;dww;dw;Dawawa
;;fax;fa;Fala
;;dbd;db;Dadiya
;;tdn;td;Tondano
;;ryu;ry;Central Okinawan
;;kqj;kq;Koromira
;;nng;nn;Maring Naga
;;ttu;tt;Torau
;;lwm;lw;Laomian
;;nag;na;Naga Pidgin
;;knz;kn;Kalamsé
;;trq;tr;San Martín Itunyoso Triqui
;;hix;hi;Hixkaryána
;;yuj;yu;Karkar-Yuri
;;yud;yu;Judeo-Tripolitanian Arabic
;;txs;tx;Tonsea
;;snd;sn;Sindhi
;;otd;ot;Ot Danum
;;zmr;zm;Maranunggu
;;mhq;mh;Mandan
;;tsp;ts;Northern Toussian
;;cuv;cu;Cuvok
;;tuk;tu;Turkmen
;;xtl;xt;Tijaltepec Mixtec
;;shi;sh;Tachelhit
;;pes;pe;Iranian Persian
;;blo;bl;Anii
;;asn;as;Xingú Asuriní
;;sip;si;Sikkimese
;;sil;si;Tumulung Sisaala
;;xsn;xs;Sanga (Nigeria)
;;ple;pl;Palu'e
;;una;un;North Watut
;;zpd;zp;Southeastern Ixtlán Zapotec
;;bts;bt;Batak Simalungun
;;bdy;bd;Bandjalang
;;gam;ga;Kandawo
;;sag;sa;Sango
;;xln;xl;Alanic
;;tqb;tq;Tembé
;;dnr;dn;Danaru
;;kym;ky;Kpatili
;;twx;tw;Tewe
;;klf;kl;Kendeje
;;gop;go;Yeretuar
;;kkj;kk;Kako
;;okk;ok;Kwamtim One
;;khf;kh;Khuen
;;khm;kh;Central Khmer
;;kyq;ky;Kenga
;;mlx;ml;Malfaxal
;;smd;sm;Sama
;;swu;sw;Suwawa
;;xxb;xx;Boro (Ghana)
;;ukh;uk;Ukhwejo
;;pce;pc;Ruching Palaung
;;par;pa;Panamint
;;mdk;md;Mangbutu
;;toq;to;Toposa
;;umc;um;Marrucinian
;;sww;sw;Sowa
;;bwi;bw;Baniwa
;;kgt;kg;Somyev
;;kwz;kw;Kwadi
;;alt;al;Southern Altai
;;pbn;pb;Kpasam
;;xce;xc;Celtiberian
;;ott;ot;Temoaya Otomi
;;vao;va;Vao
;;gbn;gb;Mo'da
;;bhv;bh;Bahau
;;ecs;ec;Ecuadorian Sign Language
;;tcy;tc;Tulu
;;nqo;nq;N'Ko
;;kag;ka;Kajaman
;;tbc;tb;Takia
;;xpr;xp;Parthian
;;ard;ar;Arabana
;;kte;kt;Nubri
;;aww;aw;Awun
;;nla;nl;Ngombale
;;sxs;sx;Sasaru
;;mrb;mr;Marino
;;lky;lk;Lokoya
;;ymn;ym;Yamna
;;nma;nm;Maram Naga
;;wat;wa;Kaninuwa
;;bgv;bg;Warkay-Bipim
;;ojc;oj;Central Ojibwa
;;bol;bo;Bole
;;msc;ms;Sankaran Maninka
;;guf;gu;Gupapuyngu
;;kgn;kg;Karingani
;;aml;am;War-Jaintia
;;kir;ki;Kirghiz
;;kpp;kp;Paku Karen
;;kji;kj;Zabana
;;rmp;rm;Rempi
;;nov;no;Novial
;;dbp;db;Duwai
;;bpq;bp;Banda Malay
;;leg;le;Lengua
;;rtw;rt;Rathawi
;;raq;ra;Saam
;;plg;pl;Pilagá
;;nan;na;Min Nan Chinese
;;yin;yi;Yinchia
;;gnw;gn;Western Bolivian Guaraní
;;gsg;gs;German Sign Language
;;wir;wi;Wiraféd
;;aba;ab;Abé
;;dnt;dn;Mid Grand Valley Dani
;;uan;ua;Kuan
;;puz;pu;Purum Naga
;;dyn;dy;Dyangadi
;;sgr;sg;Sangisari
;;wni;wn;Ndzwani Comorian
;;pso;ps;Polish Sign Language
;;lyg;ly;Lyngngam
;;wih;wi;Wik-Me'anha
;;ngl;ng;Lomwe
;;apn;ap;Apinayé
;;toz;to;To
;;lhl;lh;Lahul Lohar
;;raj;ra;Rajasthani
;;bqu;bq;Boguru
;;pix;pi;Piu
;;cte;ct;Tepinapa Chinantec
;;shx;sh;She
;;jei;je;Yei
;;smr;sm;Simeulue
;;kik;ki;Kikuyu
;;lss;ls;Lasi
;;jal;ja;Yalahatan
;;mkt;mk;Vamale
;;spt;sp;Spiti Bhoti
;;sbi;sb;Seti
;;yux;yu;Southern Yukaghir
;;wru;wr;Waru
;;mev;me;Mann
;;tau;ta;Upper Tanana
;;ian;ia;Iatmul
;;emb;em;Embaloh
;;kvk;kv;Korean Sign Language
;;scp;sc;Helambu Sherpa
;;beo;be;Beami
;;atl;at;Mt. Iraya Agta
;;sgh;sg;Shughni
;;cou;co;Wamey
;;dni;dn;Lower Grand Valley Dani
;;src;sr;Logudorese Sardinian
;;prk;pr;Parauk
;;nji;nj;Gudanji
;;awe;aw;Awetí
;;lrl;lr;Lari
;;pdo;pd;Padoe
;;tdc;td;Emberá-Tadó
;;vor;vo;Voro
;;pms;pm;Piemontese
;;caq;ca;Car Nicobarese
;;xnt;xn;Narragansett
;;nyl;ny;Nyeu
;;moe;mo;Montagnais
;;snk;sn;Soninke
;;pro;pr;Old Provençal (to 1500)
;;svr;sv;Savara
;;nnr;nn;Narungga
;;yal;ya;Yalunka
;;ige;ig;Igede
;;ofu;of;Efutop
;;ayp;ay;North Mesopotamian Arabic
;;wub;wu;Wunambal
;;mpw;mp;Mapidian
;;bsb;bs;Brunei Bisaya
;;mqm;mq;South Marquesan
;;ayy;ay;Tayabas Ayta
;;qva;qv;Ambo-Pasco Quechua
;;kpn;kp;Kepkiriwát
;;kxs;kx;Kangjia
;;mix;mi;Mixtepec Mixtec
;;gbv;gb;Gbanu
